x,country,date,historyValue1,historyValue2,historyValue3,historyValue4
23,JPY,2017/09/27,0.2604,0.2714,0.2668,0.2708
24,JPY,2017/09/26,0.262,0.273,0.2684,0.2724
25,JPY,2017/09/25,0.2604,0.2714,0.2668,0.2708
26,JPY,2017/09/22,0.261,0.272,0.2674,0.2714
27,JPY,2017/09/21,0.26,0.271,0.2664,0.2704
28,JPY,2017/09/20,0.262,0.273,0.2684,0.2724
29,JPY,2017/09/19,0.2613,0.2723,0.2677,0.2717
30,JPY,2017/09/18,0.2619,0.2729,0.2683,0.2723
31,JPY,2017/09/15,0.2632,0.2742,0.2696,0.2736
32,JPY,2017/09/14,0.2643,0.2753,0.2707,0.2747
33,JPY,2017/09/13,0.2649,0.2759,0.2713,0.2753
34,JPY,2017/09/12,0.2657,0.2767,0.2721,0.2761
35,JPY,2017/09/11,0.2685,0.2795,0.2749,0.2789
36,JPY,2017/09/08,0.27,0.281,0.2764,0.2804
37,JPY,2017/09/07,0.2673,0.2783,0.2737,0.2777
38,JPY,2017/09/06,0.2684,0.2794,0.2748,0.2788
39,JPY,2017/09/05,0.2663,0.2773,0.2727,0.2767
40,JPY,2017/09/04,0.2665,0.2775,0.2729,0.2769
41,JPY,2017/09/01,0.265,0.276,0.2714,0.2754
42,JPY,2017/08/31,0.2647,0.2757,0.2711,0.2751
43,JPY,2017/08/30,0.2657,0.2767,0.2721,0.2761
44,JPY,2017/08/29,0.2699,0.2809,0.2763,0.2803
45,JPY,2017/08/28,0.2679,0.2789,0.2743,0.2783
46,JPY,2017/08/25,0.2673,0.2783,0.2737,0.2777
47,JPY,2017/08/24,0.2686,0.2796,0.275,0.279
48,JPY,2017/08/23,0.2684,0.2794,0.2748,0.2788
49,JPY,2017/08/22,0.2687,0.2797,0.2751,0.2791
50,JPY,2017/08/21,0.27,0.281,0.2764,0.2804
51,JPY,2017/08/18,0.2698,0.2808,0.2762,0.2802
52,JPY,2017/08/17,0.2674,0.2784,0.2738,0.2778
53,JPY,2017/08/16,0.2654,0.2764,0.2718,0.2758
54,JPY,2017/08/15,0.2662,0.2772,0.2726,0.2766
55,JPY,2017/08/14,0.2677,0.2787,0.2741,0.2781
56,JPY,2017/08/11,0.2696,0.2806,0.276,0.28
57,JPY,2017/08/10,0.2671,0.2781,0.2735,0.2775
58,JPY,2017/08/09,0.2667,0.2777,0.2731,0.2771
59,JPY,2017/08/08,0.2646,0.2756,0.271,0.275
60,JPY,2017/08/07,0.2644,0.2754,0.2708,0.2748
61,JPY,2017/08/04,0.2658,0.2768,0.2722,0.2762
62,JPY,2017/08/03,0.2646,0.2756,0.271,0.275
63,JPY,2017/08/02,0.2644,0.2754,0.2708,0.2748
64,JPY,2017/08/01,0.266,0.277,0.2724,0.2764
0,ZAR,2017/11/01,0.00000,0.00000,2.09,2.17
1,ZAR,2017/10/31,0.00000,0.00000,2.1,2.18
2,ZAR,2017/10/30,0.00000,0.00000,2.1,2.18
3,ZAR,2017/10/27,0.00000,0.00000,2.07,2.15
4,ZAR,2017/10/26,0.00000,0.00000,2.08,2.16
5,ZAR,2017/10/25,0.00000,0.00000,2.16,2.24
6,ZAR,2017/10/24,0.00000,0.00000,2.16,2.24
7,ZAR,2017/10/23,0.00000,0.00000,2.16,2.24
8,ZAR,2017/10/20,0.00000,0.00000,2.17,2.25
9,ZAR,2017/10/19,0.00000,0.00000,2.19,2.27
10,ZAR,2017/10/18,0.00000,0.00000,2.2,2.28
11,ZAR,2017/10/17,0.00000,0.00000,2.22,2.3
12,ZAR,2017/10/16,0.00000,0.00000,2.22,2.3
13,ZAR,2017/10/13,0.00000,0.00000,2.21,2.29
14,ZAR,2017/10/12,0.00000,0.00000,2.2,2.28
15,ZAR,2017/10/11,0.00000,0.00000,2.18,2.26
16,ZAR,2017/10/06,0.00000,0.00000,2.17,2.25
17,ZAR,2017/10/05,0.00000,0.00000,2.18,2.26
18,ZAR,2017/10/03,0.00000,0.00000,2.19,2.27
19,ZAR,2017/10/02,0.00000,0.00000,2.19,2.27
20,ZAR,2017/09/30,0.00000,0.00000,2.19,2.27
21,ZAR,2017/09/29,0.00000,0.00000,2.2,2.28
22,ZAR,2017/09/28,0.00000,0.00000,2.19,2.27
23,ZAR,2017/09/27,0.00000,0.00000,2.21,2.29
24,ZAR,2017/09/26,0.00000,0.00000,2.22,2.3
25,ZAR,2017/09/25,0.00000,0.00000,2.23,2.31
26,ZAR,2017/09/22,0.00000,0.00000,2.24,2.32
27,ZAR,2017/09/21,0.00000,0.00000,2.22,2.3
28,ZAR,2017/09/20,0.00000,0.00000,2.22,2.3
29,ZAR,2017/09/19,0.00000,0.00000,2.22,2.3
30,ZAR,2017/09/18,0.00000,0.00000,2.23,2.31
31,ZAR,2017/09/15,0.00000,0.00000,2.24,2.32
32,ZAR,2017/09/14,0.00000,0.00000,2.25,2.33
33,ZAR,2017/09/13,0.00000,0.00000,2.26,2.34
34,ZAR,2017/09/12,0.00000,0.00000,2.28,2.36
35,ZAR,2017/09/11,0.00000,0.00000,2.28,2.36
36,ZAR,2017/09/08,0.00000,0.00000,2.3,2.38
37,ZAR,2017/09/07,0.00000,0.00000,2.3,2.38
38,ZAR,2017/09/06,0.00000,0.00000,2.29,2.37
39,ZAR,2017/09/05,0.00000,0.00000,2.27,2.35
40,ZAR,2017/09/04,0.00000,0.00000,2.28,2.36
41,ZAR,2017/09/01,0.00000,0.00000,2.28,2.36
42,ZAR,2017/08/31,0.00000,0.00000,2.27,2.35
43,ZAR,2017/08/30,0.00000,0.00000,2.27,2.35
44,ZAR,2017/08/29,0.00000,0.00000,2.26,2.34
45,ZAR,2017/08/28,0.00000,0.00000,2.27,2.35
46,ZAR,2017/08/25,0.00000,0.00000,2.25,2.33
47,ZAR,2017/08/24,0.00000,0.00000,2.25,2.33
48,ZAR,2017/08/23,0.00000,0.00000,2.24,2.32
49,ZAR,2017/08/22,0.00000,0.00000,2.25,2.33
50,ZAR,2017/08/21,0.00000,0.00000,2.25,2.33
51,ZAR,2017/08/18,0.00000,0.00000,2.25,2.33
52,ZAR,2017/08/17,0.00000,0.00000,2.26,2.34
53,ZAR,2017/08/16,0.00000,0.00000,2.24,2.32
54,ZAR,2017/08/15,0.00000,0.00000,2.22,2.3
55,ZAR,2017/08/14,0.00000,0.00000,2.22,2.3
56,ZAR,2017/08/11,0.00000,0.00000,2.21,2.29
57,ZAR,2017/08/10,0.00000,0.00000,2.22,2.3
58,ZAR,2017/08/09,0.00000,0.00000,2.2,2.28
59,ZAR,2017/08/08,0.00000,0.00000,2.23,2.31
60,ZAR,2017/08/07,0.00000,0.00000,2.21,2.29
61,ZAR,2017/08/04,0.00000,0.00000,2.22,2.3
62,ZAR,2017/08/03,0.00000,0.00000,2.23,2.31
63,ZAR,2017/08/02,0.00000,0.00000,2.23,2.31
64,ZAR,2017/08/01,0.00000,0.00000,2.25,2.33
0,SEK,2017/11/01,3.22,3.73,3.56,3.66
1,SEK,2017/10/31,3.22,3.73,3.56,3.66
2,SEK,2017/10/30,3.24,3.75,3.58,3.68
3,SEK,2017/10/27,3.24,3.75,3.58,3.68
4,SEK,2017/10/26,3.29,3.8,3.63,3.73
5,SEK,2017/10/25,3.29,3.8,3.63,3.73
6,SEK,2017/10/24,3.31,3.82,3.65,3.75
7,SEK,2017/10/23,3.31,3.82,3.65,3.75
8,SEK,2017/10/20,3.32,3.83,3.66,3.76
9,SEK,2017/10/19,3.32,3.83,3.66,3.76
10,SEK,2017/10/18,3.32,3.83,3.66,3.76
11,SEK,2017/10/17,3.33,3.84,3.67,3.77
12,SEK,2017/10/16,3.32,3.83,3.66,3.76
13,SEK,2017/10/13,3.33,3.84,3.67,3.77
14,SEK,2017/10/12,3.36,3.87,3.7,3.8
15,SEK,2017/10/11,3.37,3.88,3.71,3.81
16,SEK,2017/10/06,3.34,3.85,3.68,3.78
17,SEK,2017/10/05,3.36,3.87,3.7,3.8
18,SEK,2017/10/03,3.35,3.86,3.69,3.79
19,SEK,2017/10/02,3.33,3.84,3.67,3.77
20,SEK,2017/09/30,3.33,3.84,3.67,3.77
21,SEK,2017/09/29,3.35,3.86,3.69,3.79
22,SEK,2017/09/28,3.34,3.85,3.68,3.78
23,SEK,2017/09/27,3.33,3.84,3.67,3.77
24,SEK,2017/09/26,3.35,3.86,3.69,3.79
25,SEK,2017/09/25,3.38,3.89,3.72,3.82
26,SEK,2017/09/22,3.41,3.92,3.75,3.85
27,SEK,2017/09/21,3.39,3.9,3.73,3.83
28,SEK,2017/09/20,3.4,3.91,3.74,3.84
29,SEK,2017/09/19,3.41,3.92,3.75,3.85
30,SEK,2017/09/18,3.39,3.9,3.73,3.83
31,SEK,2017/09/15,3.37,3.88,3.71,3.81
32,SEK,2017/09/14,3.36,3.87,3.7,3.8
33,SEK,2017/09/13,3.39,3.9,3.73,3.83
34,SEK,2017/09/12,3.38,3.89,3.72,3.82
35,SEK,2017/09/11,3.39,3.9,3.73,3.83
36,SEK,2017/09/08,3.4,3.91,3.74,3.84
37,SEK,2017/09/07,3.38,3.89,3.72,3.82
38,SEK,2017/09/06,3.4,3.91,3.74,3.84
39,SEK,2017/09/05,3.39,3.9,3.73,3.83
40,SEK,2017/09/04,3.39,3.9,3.73,3.83
41,SEK,2017/09/01,3.39,3.9,3.73,3.83
42,SEK,2017/08/31,3.4,3.91,3.74,3.84
43,SEK,2017/08/30,3.41,3.92,3.75,3.85
44,SEK,2017/08/29,3.42,3.93,3.76,3.86
45,SEK,2017/08/28,3.4,3.91,3.74,3.84
46,SEK,2017/08/25,3.36,3.87,3.7,3.8
47,SEK,2017/08/24,3.37,3.88,3.71,3.81
48,SEK,2017/08/23,3.36,3.87,3.7,3.8
49,SEK,2017/08/22,3.36,3.87,3.7,3.8
50,SEK,2017/08/21,3.35,3.86,3.69,3.79
51,SEK,2017/08/18,3.35,3.86,3.69,3.79
52,SEK,2017/08/17,3.37,3.88,3.71,3.81
53,SEK,2017/08/16,3.37,3.88,3.71,3.81
54,SEK,2017/08/15,3.37,3.88,3.71,3.81
55,SEK,2017/08/14,3.34,3.85,3.68,3.78
56,SEK,2017/08/11,3.33,3.84,3.67,3.77
57,SEK,2017/08/10,3.32,3.83,3.66,3.76
58,SEK,2017/08/09,3.31,3.82,3.65,3.75
59,SEK,2017/08/08,3.33,3.84,3.67,3.77
60,SEK,2017/08/07,3.33,3.84,3.67,3.77
61,SEK,2017/08/04,3.35,3.86,3.69,3.79
62,SEK,2017/08/03,3.34,3.85,3.68,3.78
63,SEK,2017/08/02,3.34,3.85,3.68,3.78
64,SEK,2017/08/01,3.36,3.87,3.7,3.8
0,NZD,2017/11/01,20.55,21.18,20.79,20.99
1,NZD,2017/10/31,20.33,20.96,20.57,20.77
2,NZD,2017/10/30,20.35,20.98,20.59,20.79
3,NZD,2017/10/27,20.36,20.99,20.6,20.8
4,NZD,2017/10/26,20.45,21.08,20.69,20.89
5,NZD,2017/10/25,20.51,21.14,20.75,20.95
6,NZD,2017/10/24,20.61,21.24,20.85,21.05
7,NZD,2017/10/23,20.77,21.4,21.01,21.21
8,NZD,2017/10/20,20.78,21.41,21.02,21.22
9,NZD,2017/10/19,20.99,21.62,21.23,21.43
10,NZD,2017/10/18,21.2,21.83,21.44,21.64
11,NZD,2017/10/17,21.35,21.98,21.59,21.79
12,NZD,2017/10/16,21.33,21.96,21.57,21.77
13,NZD,2017/10/13,21.24,21.87,21.48,21.68
14,NZD,2017/10/12,21.16,21.79,21.4,21.6
15,NZD,2017/10/11,21.05,21.68,21.29,21.49
16,NZD,2017/10/06,21.26,21.89,21.5,21.7
17,NZD,2017/10/05,21.37,22,21.61,21.81
18,NZD,2017/10/03,21.51,22.14,21.75,21.95
19,NZD,2017/10/02,21.48,22.11,21.72,21.92
20,NZD,2017/09/30,21.47,22.1,21.71,21.91
21,NZD,2017/09/29,21.54,22.17,21.78,21.98
22,NZD,2017/09/28,21.52,22.15,21.76,21.96
23,NZD,2017/09/27,21.47,22.1,21.71,21.91
24,NZD,2017/09/26,21.47,22.1,21.71,21.91
25,NZD,2017/09/25,21.66,22.29,21.9,22.1
26,NZD,2017/09/22,21.74,22.37,21.98,22.18
27,NZD,2017/09/21,21.77,22.4,22.01,22.21
28,NZD,2017/09/20,21.8,22.43,22.04,22.24
29,NZD,2017/09/19,21.63,22.26,21.87,22.07
30,NZD,2017/09/18,21.62,22.25,21.86,22.06
31,NZD,2017/09/15,21.45,22.08,21.69,21.89
32,NZD,2017/09/14,21.46,22.09,21.7,21.9
33,NZD,2017/09/13,21.6,22.23,21.84,22.04
34,NZD,2017/09/12,21.61,22.24,21.85,22.05
35,NZD,2017/09/11,21.48,22.11,21.72,21.92
36,NZD,2017/09/08,21.54,22.17,21.78,21.98
37,NZD,2017/09/07,21.26,21.89,21.5,21.7
38,NZD,2017/09/06,21.42,22.05,21.66,21.86
39,NZD,2017/09/05,21.24,21.87,21.48,21.68
40,NZD,2017/09/04,21.23,21.86,21.47,21.67
41,NZD,2017/09/01,21.22,21.85,21.46,21.66
42,NZD,2017/08/31,21.27,21.9,21.51,21.71
43,NZD,2017/08/30,21.55,22.18,21.79,21.99
44,NZD,2017/08/29,21.55,22.18,21.79,21.99
45,NZD,2017/08/28,21.48,22.11,21.72,21.92
46,NZD,2017/08/25,21.49,22.12,21.73,21.93
47,NZD,2017/08/24,21.45,22.08,21.69,21.89
48,NZD,2017/08/23,21.54,22.17,21.78,21.98
49,NZD,2017/08/22,21.78,22.41,22.02,22.22
50,NZD,2017/08/21,21.83,22.46,22.07,22.27
51,NZD,2017/08/18,21.85,22.48,22.09,22.29
52,NZD,2017/08/17,21.84,22.47,22.08,22.28
53,NZD,2017/08/16,21.64,22.27,21.88,22.08
54,NZD,2017/08/15,21.72,22.35,21.96,22.16
55,NZD,2017/08/14,21.78,22.41,22.02,22.22
56,NZD,2017/08/11,21.77,22.4,22.01,22.21
57,NZD,2017/08/10,21.67,22.3,21.91,22.11
58,NZD,2017/08/09,21.78,22.41,22.02,22.22
59,NZD,2017/08/08,21.87,22.5,22.11,22.31
60,NZD,2017/08/07,21.96,22.59,22.2,22.4
61,NZD,2017/08/04,22.14,22.77,22.38,22.58
62,NZD,2017/08/03,22.01,22.64,22.25,22.45
63,NZD,2017/08/02,22.1,22.73,22.34,22.54
64,NZD,2017/08/01,22.35,22.98,22.59,22.79
0,THB,2017/11/01,0.8078,0.9508,0.8963,0.9363
1,THB,2017/10/31,0.8045,0.9475,0.893,0.933
2,THB,2017/10/30,0.8039,0.9469,0.8924,0.9324
3,THB,2017/10/27,0.8056,0.9486,0.8941,0.9341
4,THB,2017/10/26,0.8082,0.9512,0.8967,0.9367
5,THB,2017/10/25,0.8079,0.9509,0.8964,0.9364
6,THB,2017/10/24,0.8089,0.9519,0.8974,0.9374
7,THB,2017/10/23,0.8088,0.9518,0.8973,0.9373
8,THB,2017/10/20,0.808,0.951,0.8965,0.9365
9,THB,2017/10/19,0.8095,0.9525,0.898,0.938
10,THB,2017/10/18,0.808,0.951,0.8965,0.9365
11,THB,2017/10/17,0.8085,0.9515,0.897,0.937
12,THB,2017/10/16,0.8086,0.9516,0.8971,0.9371
13,THB,2017/10/13,0.8085,0.9515,0.897,0.937
14,THB,2017/10/12,0.8087,0.9517,0.8972,0.9372
15,THB,2017/10/11,0.807,0.95,0.8955,0.9355
16,THB,2017/10/06,0.8041,0.9471,0.8926,0.9326
17,THB,2017/10/05,0.8051,0.9481,0.8936,0.9336
18,THB,2017/10/03,0.8069,0.9499,0.8954,0.9354
19,THB,2017/10/02,0.8058,0.9488,0.8943,0.9343
20,THB,2017/09/30,0.8043,0.9473,0.8928,0.9328
21,THB,2017/09/29,0.8061,0.9491,0.8946,0.9346
22,THB,2017/09/28,0.8055,0.9485,0.894,0.934
23,THB,2017/09/27,0.8067,0.9497,0.8952,0.9352
24,THB,2017/09/26,0.8057,0.9487,0.8942,0.9342
25,THB,2017/09/25,0.8078,0.9508,0.8963,0.9363
26,THB,2017/09/22,0.8079,0.9509,0.8964,0.9364
27,THB,2017/09/21,0.808,0.951,0.8965,0.9365
28,THB,2017/09/20,0.8068,0.9498,0.8953,0.9353
29,THB,2017/09/19,0.8071,0.9501,0.8956,0.9356
30,THB,2017/09/18,0.8069,0.9499,0.8954,0.9354
31,THB,2017/09/15,0.8057,0.9487,0.8942,0.9342
32,THB,2017/09/14,0.8058,0.9488,0.8943,0.9343
33,THB,2017/09/13,0.8049,0.9479,0.8934,0.9334
34,THB,2017/09/12,0.8033,0.9463,0.8918,0.9318
35,THB,2017/09/11,0.8027,0.9457,0.8912,0.9312
36,THB,2017/09/08,0.8022,0.9452,0.8907,0.9307
37,THB,2017/09/07,0.8043,0.9473,0.8928,0.9328
38,THB,2017/09/06,0.804,0.947,0.8925,0.9325
39,THB,2017/09/05,0.8027,0.9457,0.8912,0.9312
40,THB,2017/09/04,0.8036,0.9466,0.8921,0.9321
41,THB,2017/09/01,0.8041,0.9471,0.8926,0.9326
42,THB,2017/08/31,0.8049,0.9479,0.8934,0.9334
43,THB,2017/08/30,0.8039,0.9469,0.8924,0.9324
44,THB,2017/08/29,0.8066,0.9496,0.8951,0.9351
45,THB,2017/08/28,0.8047,0.9477,0.8932,0.9332
46,THB,2017/08/25,0.804,0.947,0.8925,0.9325
47,THB,2017/08/24,0.8039,0.9469,0.8924,0.9324
48,THB,2017/08/23,0.8045,0.9475,0.893,0.933
49,THB,2017/08/22,0.8077,0.9507,0.8962,0.9362
50,THB,2017/08/21,0.81,0.953,0.8985,0.9385
51,THB,2017/08/18,0.8092,0.9522,0.8977,0.9377
52,THB,2017/08/17,0.8082,0.9512,0.8967,0.9367
53,THB,2017/08/16,0.8081,0.9511,0.8966,0.9366
54,THB,2017/08/15,0.8067,0.9497,0.8952,0.9352
55,THB,2017/08/14,0.8081,0.9511,0.8966,0.9366
56,THB,2017/08/11,0.8093,0.9523,0.8978,0.9378
57,THB,2017/08/10,0.8072,0.9502,0.8957,0.9357
58,THB,2017/08/09,0.8049,0.9479,0.8934,0.9334
59,THB,2017/08/08,0.8044,0.9474,0.8929,0.9329
60,THB,2017/08/07,0.8049,0.9479,0.8934,0.9334
61,THB,2017/08/04,0.8045,0.9475,0.893,0.933
62,THB,2017/08/03,0.8036,0.9466,0.8921,0.9321
63,THB,2017/08/02,0.8044,0.9474,0.8929,0.9329
64,THB,2017/08/01,0.8048,0.9478,0.8933,0.9333
0,PHP,2017/11/01,0.5364,0.6694,0,0
1,PHP,2017/10/31,0.5359,0.6689,0,0
2,PHP,2017/10/30,0.5353,0.6683,0,0
3,PHP,2017/10/27,0.5357,0.6687,0,0
4,PHP,2017/10/26,0.5349,0.6679,0,0
5,PHP,2017/10/25,0.5346,0.6676,0,0
6,PHP,2017/10/24,0.5381,0.6711,0,0
7,PHP,2017/10/23,0.5384,0.6714,0,0
8,PHP,2017/10/20,0.5386,0.6716,0,0
9,PHP,2017/10/19,0.5381,0.6711,0,0
10,PHP,2017/10/18,0.5386,0.6716,0,0
11,PHP,2017/10/17,0.5395,0.6725,0,0
12,PHP,2017/10/16,0.5396,0.6726,0,0
13,PHP,2017/10/13,0.5378,0.6708,0,0
14,PHP,2017/10/12,0.5385,0.6715,0,0
15,PHP,2017/10/11,0.5387,0.6717,0,0
16,PHP,2017/10/06,0.5447,0.6777,0,0
17,PHP,2017/10/05,0.5452,0.6782,0,0
18,PHP,2017/10/03,0.5464,0.6794,0,0
19,PHP,2017/10/02,0.5463,0.6793,0,0
20,PHP,2017/09/30,0.5456,0.6786,0,0
21,PHP,2017/09/29,0.5477,0.6807,0,0
22,PHP,2017/09/28,0.5468,0.6798,0,0
23,PHP,2017/09/27,0.5449,0.6779,0,0
24,PHP,2017/09/26,0.544,0.677,0,0
25,PHP,2017/09/25,0.5462,0.6792,0,0
26,PHP,2017/09/22,0.5456,0.6786,0,0
27,PHP,2017/09/21,0.5427,0.6757,0,0
28,PHP,2017/09/20,0.5415,0.6745,0,0
29,PHP,2017/09/19,0.5428,0.6758,0,0
30,PHP,2017/09/18,0.5402,0.6732,0,0
31,PHP,2017/09/15,0.5379,0.6709,0,0
32,PHP,2017/09/14,0.5395,0.6725,0,0
33,PHP,2017/09/13,0.5406,0.6736,0,0
34,PHP,2017/09/12,0.541,0.674,0,0
35,PHP,2017/09/11,0.5406,0.6736,0,0
36,PHP,2017/09/08,0.5404,0.6734,0,0
37,PHP,2017/09/07,0.5418,0.6748,0,0
38,PHP,2017/09/06,0.54,0.673,0,0
39,PHP,2017/09/05,0.5387,0.6717,0,0
40,PHP,2017/09/04,0.5389,0.6719,0,0
41,PHP,2017/09/01,0.54,0.673,0,0
42,PHP,2017/08/31,0.5408,0.6738,0,0
43,PHP,2017/08/30,0.5406,0.6736,0,0
44,PHP,2017/08/29,0.5419,0.6749,0,0
45,PHP,2017/08/28,0.5419,0.6749,0,0
46,PHP,2017/08/25,0.5428,0.6758,0,0
47,PHP,2017/08/24,0.5444,0.6774,0,0
48,PHP,2017/08/23,0.5421,0.6751,0,0
49,PHP,2017/08/22,0.5421,0.6751,0,0
50,PHP,2017/08/21,0.5403,0.6733,0,0
51,PHP,2017/08/18,0.5401,0.6731,0,0
52,PHP,2017/08/17,0.5415,0.6745,0,0
53,PHP,2017/08/16,0.5419,0.6749,0,0
54,PHP,2017/08/15,0.5407,0.6737,0,0
55,PHP,2017/08/14,0.5441,0.6771,0,0
56,PHP,2017/08/11,0.546,0.679,0,0
57,PHP,2017/08/10,0.5481,0.6811,0,0
58,PHP,2017/08/09,0.5483,0.6813,0,0
59,PHP,2017/08/08,0.5494,0.6824,0,0
60,PHP,2017/08/07,0.5513,0.6843,0,0
61,PHP,2017/08/04,0.5529,0.6859,0,0
62,PHP,2017/08/03,0.5512,0.6842,0,0
63,PHP,2017/08/02,0.551,0.684,0,0
64,PHP,2017/08/01,0.551,0.684,0,0
0,IDR,2017/11/01,0.00188,0.00258,0,0
1,IDR,2017/10/31,0.00188,0.00258,0,0
2,IDR,2017/10/30,0.00188,0.00258,0,0
3,IDR,2017/10/27,0.00188,0.00258,0,0
4,IDR,2017/10/26,0.00188,0.00258,0,0
5,IDR,2017/10/25,0.00188,0.00258,0,0
6,IDR,2017/10/24,0.00188,0.00258,0,0
7,IDR,2017/10/23,0.00188,0.00258,0,0
8,IDR,2017/10/20,0.00188,0.00258,0,0
9,IDR,2017/10/19,0.00188,0.00258,0,0
10,IDR,2017/10/18,0.00188,0.00258,0,0
11,IDR,2017/10/17,0.00188,0.00258,0,0
12,IDR,2017/10/16,0.00188,0.00258,0,0
13,IDR,2017/10/13,0.00188,0.00258,0,0
14,IDR,2017/10/12,0.00188,0.00258,0,0
15,IDR,2017/10/11,0.00188,0.00258,0,0
16,IDR,2017/10/06,0.00188,0.00258,0,0
17,IDR,2017/10/05,0.00188,0.00258,0,0
18,IDR,2017/10/03,0.00188,0.00258,0,0
19,IDR,2017/10/02,0.00188,0.00258,0,0
20,IDR,2017/09/30,0.00188,0.00258,0,0
21,IDR,2017/09/29,0.00188,0.00258,0,0
22,IDR,2017/09/28,0.00188,0.00258,0,0
23,IDR,2017/09/27,0.00193,0.00263,0,0
24,IDR,2017/09/26,0.00188,0.00258,0,0
25,IDR,2017/09/25,0.00193,0.00263,0,0
26,IDR,2017/09/22,0.00193,0.00263,0,0
27,IDR,2017/09/21,0.00198,0.00268,0,0
28,IDR,2017/09/20,0.00193,0.00263,0,0
29,IDR,2017/09/19,0.00193,0.00263,0,0
30,IDR,2017/09/18,0.00193,0.00263,0,0
31,IDR,2017/09/15,0.00193,0.00263,0,0
32,IDR,2017/09/14,0.00198,0.00268,0,0
33,IDR,2017/09/13,0.00198,0.00268,0,0
34,IDR,2017/09/12,0.00198,0.00268,0,0
35,IDR,2017/09/11,0.00198,0.00268,0,0
36,IDR,2017/09/08,0.00193,0.00263,0,0
37,IDR,2017/09/07,0.00188,0.00258,0,0
38,IDR,2017/09/06,0.00188,0.00258,0,0
39,IDR,2017/09/05,0.00188,0.00258,0,0
40,IDR,2017/09/04,0.00188,0.00258,0,0
41,IDR,2017/09/01,0.00188,0.00258,0,0
42,IDR,2017/08/31,0.00193,0.00263,0,0
43,IDR,2017/08/30,0.00193,0.00263,0,0
44,IDR,2017/08/29,0.00193,0.00263,0,0
45,IDR,2017/08/28,0.00193,0.00263,0,0
46,IDR,2017/08/25,0.00193,0.00263,0,0
47,IDR,2017/08/24,0.00193,0.00263,0,0
48,IDR,2017/08/23,0.00193,0.00263,0,0
49,IDR,2017/08/22,0.00193,0.00263,0,0
50,IDR,2017/08/21,0.00193,0.00263,0,0
51,IDR,2017/08/18,0.00193,0.00263,0,0
52,IDR,2017/08/17,0.00193,0.00263,0,0
53,IDR,2017/08/16,0.00193,0.00263,0,0
54,IDR,2017/08/15,0.00193,0.00263,0,0
55,IDR,2017/08/14,0.00193,0.00263,0,0
56,IDR,2017/08/11,0.00193,0.00263,0,0
57,IDR,2017/08/10,0.00193,0.00263,0,0
58,IDR,2017/08/09,0.00193,0.00263,0,0
59,IDR,2017/08/08,0.00193,0.00263,0,0
60,IDR,2017/08/07,0.00193,0.00263,0,0
61,IDR,2017/08/04,0.00193,0.00263,0,0
62,IDR,2017/08/03,0.00193,0.00263,0,0
63,IDR,2017/08/02,0.00193,0.00263,0,0
64,IDR,2017/08/01,0.00193,0.00263,0,0
0,EUR,2017/11/01,34.47,35.62,34.97,35.37
1,EUR,2017/10/31,34.4,35.55,34.9,35.3
2,EUR,2017/10/30,34.39,35.54,34.89,35.29
3,EUR,2017/10/27,34.52,35.67,35.02,35.42
4,EUR,2017/10/26,35.03,36.18,35.53,35.93
5,EUR,2017/10/25,34.91,36.06,35.41,35.81
6,EUR,2017/10/24,34.89,36.04,35.39,35.79
7,EUR,2017/10/23,34.88,36.03,35.38,35.78
8,EUR,2017/10/20,35,36.15,35.5,35.9
9,EUR,2017/10/19,35.01,36.16,35.51,35.91
10,EUR,2017/10/18,34.82,35.97,35.32,35.72
11,EUR,2017/10/17,34.84,35.99,35.34,35.74
12,EUR,2017/10/16,34.87,36.02,35.37,35.77
13,EUR,2017/10/13,34.99,36.14,35.49,35.89
14,EUR,2017/10/12,35.14,36.29,35.64,36.04
15,EUR,2017/10/11,35.05,36.2,35.55,35.95
16,EUR,2017/10/06,34.82,35.97,35.32,35.72
17,EUR,2017/10/05,35,36.15,35.5,35.9
18,EUR,2017/10/03,35.06,36.21,35.56,35.96
19,EUR,2017/10/02,35.02,36.17,35.52,35.92
20,EUR,2017/09/30,35.05,36.2,35.55,35.95
21,EUR,2017/09/29,35.06,36.21,35.56,35.96
22,EUR,2017/09/28,35,36.15,35.5,35.9
23,EUR,2017/09/27,34.91,36.06,35.41,35.81
24,EUR,2017/09/26,34.98,36.13,35.48,35.88
25,EUR,2017/09/25,35.21,36.36,35.71,36.11
26,EUR,2017/09/22,35.48,36.63,35.98,36.38
27,EUR,2017/09/21,35.26,36.41,35.76,36.16
28,EUR,2017/09/20,35.44,36.59,35.94,36.34
29,EUR,2017/09/19,35.44,36.59,35.94,36.34
30,EUR,2017/09/18,35.2,36.35,35.7,36.1
31,EUR,2017/09/15,35.13,36.28,35.63,36.03
32,EUR,2017/09/14,35.13,36.28,35.63,36.03
33,EUR,2017/09/13,35.32,36.47,35.82,36.22
34,EUR,2017/09/12,35.25,36.4,35.75,36.15
35,EUR,2017/09/11,35.36,36.51,35.86,36.26
36,EUR,2017/09/08,35.44,36.59,35.94,36.34
37,EUR,2017/09/07,35.21,36.36,35.71,36.11
38,EUR,2017/09/06,35.23,36.38,35.73,36.13
39,EUR,2017/09/05,35.01,36.16,35.51,35.91
40,EUR,2017/09/04,35.1,36.25,35.6,36
41,EUR,2017/09/01,35.11,36.26,35.61,36.01
